Title,Company,Location,Salary,Experience,Job_Type,Skills,URL
Software Engineer,Kanz,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/lybqz6e7b3md-software-engineer-kanz-riyadh-saudi-arabia
Identity and Access Specialist,"NTT DATA, Inc.","Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/saudi/jobs/p/g/sjc4viqroqh7-identity-and-access-specialist-ntt-data-inc-riyadh-saudi-arabia
IT Professional Service Engineer,DEMO,"Maadi, Cairo",Confidential,More Than 5 Years,N/A,SLA Management,https://wuzzuf.net/jobs/p/4ifeonpcoxtp-it-professional-service-engineer-demo-cairo-egypt
Engineer-Lead,Marriott International,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/saudi/jobs/p/g/gsx2olvjbsuo-engineer-lead-marriott-international-riyadh-saudi-arabia
Diesel Sales Engineer,A-part Auto,"Cairo, Egypt",Confidential,0 To 2 Years,N/A,Technical Sales,https://wuzzuf.net/jobs/p/m2xayhzop42d-diesel-sales-engineer-a-part-auto-cairo-egypt
Product Manager (Marketing),El Abd Group,"Dokki, Giza",Confidential,5 To 9 Years,N/A,Marketing,https://wuzzuf.net/jobs/p/dviiyfovivkl-product-manager-marketing-el-abd-group-giza-egypt
Senior Electrical Engineer,Main Marks,"New Cairo, Cairo",Confidential,5 To 8 Years,N/A,Engineering,https://wuzzuf.net/jobs/p/drriachsotxt-senior-electrical-engineer-main-marks-cairo-egypt
Engineer- Water,AECOM,"Makkah, Saudi Arabia",Confidential,Not Specified,N/A,Engineering,https://wuzzuf.net/saudi/jobs/p/g/yjszikoqplni-engineer-water-aecom-makkah-saudi-arabia
PS|Senior Product Manager|Endur,Publicis Sapient,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Marketing,https://wuzzuf.net/jobs/p/g/d06czrwbrpvt-pssenior-product-managerendur-publicis-sapient-dubai-united-arab-emirates
QA/QC Engineer,Jobmaze FZ LLC,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Quality Control,https://wuzzuf.net/jobs/p/g/6veyj3wfgpec-qaqc-engineer-jobmaze-fz-llc-dubai-united-arab-emirates
Finance Associate (Remote),Nexus Consulting,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,finance,https://wuzzuf.net/saudi/jobs/p/g/szspg8oscfsz-finance-associate-remote-nexus-consulting-riyadh-saudi-arabia
IT Operations Division Manager (ITM001),Foreground.,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/saudi/jobs/p/g/gn5g3wnq5j0p-it-operations-division-manager-itm001-foreground-riyadh-saudi-arabia
Maintenance Engineer - Fire Alarm Systems,Jobmaze FZ LLC,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Maintenance,https://wuzzuf.net/saudi/jobs/p/g/xztrhdz3dw73-maintenance-engineer-fire-alarm-systems-jobmaze-fz-llc-riyadh-saudi-arabia
Sales Engineer,A-part Auto,"Tanta, Gharbia",Confidential,0 To 2 Years,N/A,Technical Sales,https://wuzzuf.net/jobs/p/3snmu5gcy6pb-sales-engineer-a-part-auto-gharbia-egypt
Health & Safety SH,MCV - Salhya,"Alsalihiyyah Aljadidah, Sharqia",Confidential,5 To 8 Years,N/A,Risk Assessment,https://wuzzuf.net/jobs/p/dle1orguegv3-health-safety-sh-mcv-salhya-sharqia-egypt
L2 Support Engineer OSS,Comarch,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/saudi/jobs/p/g/imoqjeh2vtmt-l2-support-engineer-oss-comarch-riyadh-saudi-arabia
Senior Technical Office Engineer (Solar Energy),IRSC,"Mokattam, Cairo",Confidential,5 To 8 Years,N/A,Solar PV System Design,https://wuzzuf.net/jobs/p/67iszfbcd3pw-senior-technical-office-engineer-solar-energy-irsc-cairo-egypt
Senior Marketing Specialist,RayC Technologies,"Maadi, Cairo",Confidential,3 To 5 Years,N/A,Digital Marketing,https://wuzzuf.net/jobs/p/xpgy5xturmih-senior-marketing-specialist-rayc-technologies-cairo-egypt
Technical IT,Fairmont Hotels & Resorts,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/0zswbeq44kkk-technical-it-fairmont-hotels-resorts-riyadh-saudi-arabia
Warranty & Technical Support Manager,AL SHAL,"Shorouk City, Cairo",Confidential,More Than 7 Years,N/A,Automotive diagnostics,https://wuzzuf.net/jobs/p/ugd535eag51u-warranty-technical-support-manager-al-shal-cairo-egypt
Process Lead - Quality Control,Julphar,"Ras al-Khaimah, United Arab Emirates",Confidential,Not Specified,N/A,Lead Generation,https://wuzzuf.net/jobs/p/g/btnmoxfpv46e-process-lead-quality-control-julphar-ras-al-khaimah-united-arab-emirates
Maintenance Engineering,Marriott International,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Maintenance,https://wuzzuf.net/saudi/jobs/p/g/bgne25qakibr-maintenance-engineering-marriott-international-riyadh-saudi-arabia
"Researcher - English Speaker vacancy in Nasr City, Cairo",N/A,N/A,12000 To 20000 EGP,1 To 2 Years,N/A,Research,https://wuzzuf.net/jobs/p/plebdtdwovwc-researcher-english-speaker-cairo-egypt
Senior Construction Engineer - Civil,Energy Job Search,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Engineering,https://wuzzuf.net/jobs/p/g/aa7bofqttwnw-senior-construction-engineer-civil-energy-job-search-dubai-united-arab-emirates
Maintenance Engineer - CNC Machines,Integrated Equipment Company,"Nasr City, Cairo",Confidential,More Than 1 Year,N/A,CNC Maintenance Engineer,https://wuzzuf.net/jobs/p/fbyuz4pgz1cw-maintenance-engineer-cnc-machines-integrated-equipment-company-cairo-egypt
"Senior Technical Office Engineer (Aluminum & Glazing) vacancy in Sheraton, Cairo",N/A,N/A,Confidential,5 To 7 Years,N/A,Technical Office Engineering,https://wuzzuf.net/jobs/p/ffajeohiiemc-senior-technical-office-engineer-aluminum-glazing-cairo-egypt
Customer Experience Associate,Cercli (YC S23),"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Customer Service,https://wuzzuf.net/jobs/p/g/6i63rhgrivj8-customer-experience-associate-cercli-yc-s23-dubai-united-arab-emirates
Electrical Maintenance Engineer (Fresh Grade),Scib Paints,"6th of October, Giza",Confidential,0 To 3 Years,N/A,Electrical Engineering,https://wuzzuf.net/jobs/p/wephn2g0rxyx-electrical-maintenance-engineer-fresh-grade-scib-paints-giza-egypt
"Area Electrical Maintenance Engineer - Alexandria, Dekheila",Air Liquide,"Alexandria, Egypt",Confidential,More Than 5 Years,N/A,Electrical troubleshooting,https://wuzzuf.net/jobs/p/grceuz8fabvq-area-electrical-maintenance-engineer-alexandria-dekheila-air-liquide-alexandria-egypt
Service Engineer,Innomotics,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Customer Service,https://wuzzuf.net/saudi/jobs/p/g/zmskh5lk1rvg-service-engineer-innomotics-riyadh-saudi-arabia
Maintenance Engineer,Royal Herbs,"Bahariya Oasis, Giza",Confidential,More Than 3 Years,N/A,Mechanical maintenance,https://wuzzuf.net/jobs/p/tqkdccrziagm-maintenance-engineer-royal-herbs-giza-egypt
Design Engineer,Huaye For Sanitary ware,"10th of Ramadan City, Sharqia",Confidential,More Than 3 Years,N/A,Mold Design,https://wuzzuf.net/jobs/p/m79e2fltdwky-design-engineer-huaye-for-sanitary-ware-sharqia-egypt
Implementation and Technical Support Engineer,Ultimate Solutions Egypt,"أسيوط, مصر",Confidential,1 To 2 Years,N/A,ERP Implementation,https://wuzzuf.net/jobs/p/ftlbs381oiu3-implementation-and-technical-support-engineer-ultimate-solutions-egypt-assiut-egypt
Shiftlead Mechanics Engineer,Döhler Group,"6th of October, Giza",Confidential,More Than 3 Years,N/A,Engineering,https://wuzzuf.net/jobs/p/ix8a8ubjfd5t-shiftlead-mechanics-engineer-dohler-group-giza-egypt
Quality Engineer,Al ayat for printing and packaging,"Hawamdeyya, Giza",15000 To 20000 EGP,5 To 7 Years,N/A,Quality Assurance,https://wuzzuf.net/jobs/p/qrpnlnkig5cs-quality-engineer-al-ayat-for-printing-and-packaging-giza-egypt
"Marketing Intelligence Team Leader vacancy in Nasr City, Cairo",N/A,N/A,Confidential,5 To 8 Years,N/A,Market Research,https://wuzzuf.net/jobs/p/nq9edhqonwwq-marketing-intelligence-team-leader-cairo-egypt
Technical Office Engineer - Revit,Emas Construction and Trade,"Sheraton, Cairo",Confidential,More Than 4 Years,N/A,Revit Engineer,https://wuzzuf.net/jobs/p/1lvz433y3pcu-technical-office-engineer-revit-emas-construction-and-trade-cairo-egypt
B2B Marketing Specialist,Farinas Marketing Services,"Cairo, Egypt",Confidential,1 To 3 Years,N/A,Google Analytics,https://wuzzuf.net/jobs/p/pulx3gjwa98m-b2b-marketing-specialist-farinas-marketing-services-cairo-egypt
HR Business Partner,Constructive,"Hurghada, Red Sea",Confidential,3 To 6 Years,N/A,HR policy development,https://wuzzuf.net/jobs/p/6umqcqoiktpj-hr-business-partner-constructive-red-sea-egypt
